Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
51	8	0	1.23672468	-3.90642018e-09	4.45080294e-10	-3.90642018e-09	4.69364996e-09	2.66789831e-10	9.48042745e-05	0	100	0	0	3
52	8	0	1.26097418	3.07786512e-09	6.5504569e-10	-3.90642018e-09	4.69364996e-09	2.66789831e-10	9.48042745e-05	0	100	0	0	3
53	8	0	1.28522368	-3.1178353e-10	6.30570635e-10	-3.90642018e-09	4.69364996e-09	2.66789831e-10	9.48042745e-05	0	100	0	0	3
54	8	0	1.30947319	4.71162275e-09	7.86588821e-10	-3.90642018e-09	4.71162275e-09	3.41508527e-10	9.48042745e-05	0	100	0	0	3
55	8	0	1.33372269	-4.57277027e-09	5.98691929e-10	-4.57277027e-09	4.71162275e-09	3.41508527e-10	9.48042745e-05	0	100	0	0	3
56	8	0	1.35797219	2.09277118e-09	5.56058266e-10	-4.57277027e-09	4.71162275e-09	3.41508527e-10	9.48042745e-05	0	100	0	0	3
57	9	0	1.3822217	-4.4509969e-10	5.11361641e-10	-4.57277027e-09	4.71162275e-09	3.41508527e-10	9.48042745e-05	0	100	0	0	3
58	9	0	1.4064712	-1.62241325e-09	5.82090677e-10	-4.57277027e-09	4.71162275e-09	3.41508527e-10	9.48042745e-05	0	100	0	0	3
59	9	0	1.4307207	1.18581296e-09	4.96472436e-10	-4.57277027e-09	4.71162275e-09	3.41508527e-10	9.48042745e-05	0	100	0	0	3
60	9	0	1.45497021	-3.71526213e-10	4.74285339e-10	-4.57277027e-09	4.71162275e-09	3.41508527e-10	9.48042745e-05	0	100	0	0	3
61	9	0	1.47921971	3.06928039e-10	2.65393819e-10	-4.57277027e-09	4.71162275e-09	5.21195003e-10	9.48042745e-05	0	100	0	0	3
62	9	0	1.50346921	-2.42467759e-10	2.29806877e-10	-4.57277027e-09	4.71162275e-09	5.56781945e-10	9.48042745e-05	0	100	0	0	3
63	9	0	1.52771872	3.78985853e-11	2.52953494e-10	-4.57277027e-09	4.71162275e-09	5.56781945e-10	9.48042745e-05	0	100	0	0	3
