Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
27	5	0	0.654736593	310.149994	310.149991	310.14999	310.149994	4.6504336e-06	0	0	0	0	0	3
28	5	0	0.678986097	310.149995	310.149992	310.14999	310.149995	5.00336552e-06	0	0	0	0	0	3
29	6	0	0.7032356	310.149995	310.149992	310.14999	310.149995	5.01108298e-06	0	0	0	0	0	3
30	6	0	0.727485104	310.149996	310.149992	310.14999	310.149996	4.96527679e-06	0	0	0	0	0	3
31	6	0	0.751734607	310.149996	310.149993	310.14999	310.149996	4.98532171e-06	0	0	0	0	0	3
32	6	0	0.775984111	310.149997	310.149993	310.14999	310.149997	5.05402301e-06	0	0	0	0	0	3
33	6	0	0.800233614	310.149997	310.149993	310.149991	310.149997	5.16031849e-06	0	0	0	0	0	3
34	6	0	0.824483117	310.149997	310.149993	310.149991	310.149997	5.30162396e-06	0	0	0	0	0	3
35	6	0	0.848732621	310.149998	310.149994	310.149991	310.149998	5.47333661e-06	0	0	0	0	0	3
36	7	0	0.872982124	310.149998	310.149994	310.149991	310.149998	5.67373348e-06	0	0	0	0	0	3
37	7	0	0.897231628	310.149999	310.149995	310.149991	310.149999	5.89906068e-06	0	0	0	0	0	3
38	7	0	0.921481131	310.149999	310.149995	310.149991	310.149999	6.146153e-06	0	0	0	0	0	3
39	7	0	0.945730635	310.15	310.149995	310.149992	310.15	6.40918665e-06	0	0	0	0	0	3
40	7	0	0.969980138	310.15	310.149996	310.149992	310.15	6.68805927e-06	0	0	0	0	0	3
41	7	0	0.994229642	310.150001	310.149996	310.149992	310.150001	6.98379165e-06	0	0	0	0	0	3
42	7	0	1.01847915	310.150001	310.149997	310.149992	310.150001	6.2732156e-06	3.10150001e-06	0	49.4	0	0	3
43	7	0	1.04272865	310.150002	310.149997	310.149993	310.150002	6.51188378e-06	3.10150002e-06	0	47.6	0	0	3
44	7	0	1.06697815	310.150002	310.149998	310.149993	310.150002	6.77223301e-06	3.10150002e-06	0	45.7	0	0	3
45	7	0	1.09122766	310.150003	310.149998	310.149993	310.150003	7.02678426e-06	3.10150003e-06	0	44.1	0	0	3
46	8	0	1.11547716	310.150003	310.149998	310.149994	310.150003	7.26901669e-06	3.10150003e-06	0	42.6	0	0	3
47	8	0	1.13972666	310.150003	310.149999	310.149994	310.150003	7.48869309e-06	3.10150003e-06	0	41.4	0	0	3
48	8	0	1.16397617	310.150004	310.149999	310.149995	310.150004	7.68878584e-06	3.10150004e-06	0	40.3	0	0	3
49	8	0	1.18822567	310.150004	310.15	310.149995	310.150004	7.8611331e-06	3.10150004e-06	0	39.4	0	0	3
50	8	0	1.21247517	310.150004	310.15	310.149996	310.150004	8.01252287e-06	3.10150004e-06	0	38.7	0	0	3
51	8	0	1.23672468	310.150004	310.150001	310.149996	310.150004	8.08349353e-06	3.10150004e-06	0	38.3	0	0	3
52	8	0	1.26097418	310.150004	310.150001	310.149997	310.150004	7.75043344e-06	3.10150004e-06	0	40	0	0	3
53	8	0	1.28522368	310.150004	310.150001	310.149997	310.150004	7.42537435e-06	3.10150004e-06	0	41.7	0	0	3
54	8	0	1.30947319	310.150005	310.150002	310.149997	310.150005	7.09699219e-06	3.10150005e-06	0	43.7	0	0	3
55	8	0	1.33372269	310.150005	310.150002	310.149998	310.150005	6.79729118e-06	3.10150005e-06	0	45.6	0	0	3
56	8	0	1.35797219	310.150005	310.150002	310.149998	310.150005	6.30459715e-06	3.10150005e-06	0	49.1	0	0	3
57	9	0	1.3822217	310.150005	310.150003	310.149999	310.150005	5.82397263e-06	3.10150005e-06	0	53.2	0	0	3
58	9	0	1.4064712	310.150005	310.150003	310.149999	310.150005	5.3647363e-06	3.10150005e-06	0	57.8	0	0	3
59	9	0	1.4307207	310.150005	310.150003	310.15	310.150005	4.93279896e-06	3.10150005e-06	0	62.8	0	0	3
60	9	0	1.45497021	310.150005	310.150004	310.15	310.150005	4.4939755e-06	3.10150005e-06	0	69	0	0	3
61	9	0	1.47921971	310.150005	310.150004	310.150001	310.150005	3.95106758e-06	3.10150005e-06	0	78.4	0	0	3
62	9	0	1.50346921	310.150005	310.150004	310.150001	310.150005	3.43774485e-06	3.10150005e-06	0	90.2	0	0	3
63	9	0	1.52771872	310.150005	310.150004	310.150002	310.150005	3.01413178e-06	3.10150005e-06	0	100	0	0	3
